	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00000512	9.374673743	9.651753094	9.668037906	9.449627821	8.696554118	8.532060457	9.240643626	8.990391653
WBGene00015115	7.122667733	7.207821709	7.051241173	6.957995566	7.222241162	7.404321664	6.647245732	6.863317296
WBGene00002252	6.294788961	6.22185825	6.166591629	6.306373777	6.859500618	6.978427622	6.955025504	6.63230728
WBGene00015116	10.8204966	10.6776536	10.62064326	10.12099853	11.37248664	11.29728698	11.17997043	11.20952821
WBGene00003825	10.95152116	10.82393713	10.51970732	10.72562112	10.24153385	10.38756568	10.67513736	10.38972376
WBGene00001438	5.814907736	5.94321127	5.60078768	5.881496723	5.97749896	5.910755568	5.975597918	6.10437421
WBGene00023425	5.006610872	5.096710225	4.535961615	4.661341425	7.067623926	7.207033782	7.352728695	6.602527546
WBGene00015117	3.312049054	3.967823512	3.464629901	3.783276423	3.775118483	3.577329224	4.025986116	3.707835725
WBGene00015118	3	3	3	3.163720912	3	3	3	3.172065523
WBGene00002207	9.900153002	10.14481613	9.879894277	10.10345522	9.742906443	9.723708362	9.76355684	9.700204332
WBGene00015119	3.681381128	3.967823512	3.172045082	3.566269616	3.871753528	3.317352977	3.93115879	3.172065523
WBGene00015121	3	3.967823512	3.591313418	3.783276423	3	3.317352977	3	3.591374561
WBGene00015122	8.486288036	8.797587665	9.220837327	9.167955448	9.151088875	8.960338362	9.282059865	9.111629677
WBGene00015131	9.391369793	9.186423901	9.273751291	9.177568302	9.768233225	9.77160285	9.53274556	9.714196001
WBGene00015132	8.986864112	9.014239395	8.776844481	8.901213282	8.924854527	9.038021485	8.597324057	8.800165081
WBGene00015133	11.4237632	11.50981626	11.45562664	11.2171615	11.51114223	11.46287197	11.32572714	11.28880079
WBGene00044678	4.06116351	3.34835794	4.009515923	4.138634266	4.345519166	4.234643761	4.114963073	4.259046081
WBGene00015124	7.23792756	7.41594465	7.040177124	6.767454821	7.319676871	7.469862068	7.059598062	7.410562511
WBGene00015125	12.86210784	12.6307187	12.72522709	12.82664701	12.78944694	12.77790385	12.81860427	12.88254285
WBGene00015126	12.00732463	11.87420802	11.95114566	12.03207333	11.99154621	12.00458288	11.45916228	11.94355355
WBGene00015128	9.690171493	9.463669669	9.648135741	9.532495304	9.505649051	9.672430152	9.626521008	9.615144418
WBGene00015129	4.219142721	4.899603971	4.258940229	4.215304267	5.070728547	4.628241229	4.114963073	4.920959699
WBGene00015130	11.2669211	11.00662283	11.13394517	11.10954349	11.23050865	11.12934434	11.04849384	11.08247527
WBGene00001948	7.200521508	7.795187936	7.375601918	7.429582292	7.54886281	7.797978135	7.784320195	7.040347897
WBGene00015134	9.624605324	9.967270545	9.821317018	9.923777218	10.39371383	10.2625289	10.56199911	10.13795551
WBGene00015135	4.771757581	4.541899042	4.5976365	4.715136667	4.803085268	4.98276798	4.353055734	4.259046081
WBGene00015136	8.780532645	9.097154785	8.739711377	8.754782536	9.038503866	9.024452751	9.203085627	9.046765714
WBGene00005058	4.292085683	4.323144747	4.820929961	3.971869056	4.648001392	4.308158984	4.353055734	4.471648197
WBGene00005059	3.786102089	3.863409062	3.464629901	3.444155505	3.671542928	3.577329224	4.424422326	3.591374561
WBGene00005060	3.312049054	3.34835794	3.325741999	3.444155505	3	3.453189218	3.332378776	3.32577875
WBGene00005061	4.665950878	4.731809492	5.101991309	4.138634266	4.701569846	4.98276798	5.249982772	4.768390809
WBGene00005062	3.312049054	3.750843922	3.815515264	3.310741453	3.871753528	4.075320463	3.332378776	3.591374561
WBGene00015137	8.299892391	8.263641949	8.11645124	7.809353312	8.380743256	8.378406533	8.434004154	8.486326862
WBGene00015138	7.588586122	7.684623742	7.603146555	7.346798933	7.613172672	7.607271891	7.492127448	7.759906919
WBGene00015139	5.13112053	5.049900379	4.820929961	5.001554543	6.082186723	6.246173547	6.294103391	5.970890726
WBGene00015141	11.68389651	11.7117328	10.91975745	10.45919516	11.94163323	11.92283457	11.1991749	11.19276256
WBGene00015142	3.786102089	3.628747025	3.591313418	3.444155505	3.306974015	3.317352977	3	3.32577875
WBGene00007140	4.609987739	3.967823512	4.097536574	3.163720912	4.276592652	4.444823778	4.424422326	4.768390809
WBGene00007141	3.786102089	3.184667984	3.325741999	3.566269616	3.306974015	3.577329224	3.602338481	3.464679968
WBGene00007148	3.786102089	3.34835794	3.464629901	3	4.345519166	3.797533271	3.720470448	4.097633432
WBGene00007142	10.90794663	10.72498033	10.40795058	9.793867733	11.68909594	11.61908771	11.51642539	11.33932824
WBGene00003868	10.62347282	10.76809498	10.72796324	10.64908865	10.85246987	10.76416932	10.63244874	10.83445015
WBGene00007149	5.68550701	5.864245092	5.407692854	5.311994899	5.070728547	4.890043754	4.424422326	4.920959699
WBGene00006660	8.722336266	8.974060898	9.186125416	8.544285962	9.151088875	9.04610189	9.421588187	8.796881709
WBGene00007143	12.30286309	12.09885841	12.26092152	12.18108213	12.24483474	12.27249683	12.50058868	12.27178556
WBGene00007144	10.43199862	10.56564611	10.30077842	10.03503896	10.47767629	10.30242808	10.1491751	10.35777016
WBGene00007145	9.71359557	9.876292725	9.861155595	10.05342884	9.662456372	9.552760476	9.716349707	9.445194833
WBGene00007146	4.292085683	4.608019428	4.768262359	4.486759395	5.029429053	5.440622797	4.895465829	5.184842384
WBGene00005267	3.164444999	3	3.707765223	3	3.161636323	3	3.473663856	3.32577875
WBGene00000090	11.96507913	11.6245731	11.86911549	11.92271867	11.60286113	11.69556589	11.50823615	11.72387396
WBGene00006943	11.93550084	11.68900022	11.6939983	11.80283821	11.76850595	11.80476865	11.48547305	11.78977165
WBGene00004435	13.65005928	13.28021099	13.18338865	13.08134187	13.37270536	13.33096948	13.6630813	13.41346589
WBGene00015148	6.446290354	6.640464987	6.460179041	6.767454821	7.077788452	7.055168085	7.014054446	7.19801038
WBGene00015149	3.164444999	3.184667984	3	3.163720912	3	3.453189218	3.332378776	3.172065523
WBGene00015150	9.418095408	9.122825024	9.198618621	9.213056591	9.503765477	9.573407528	9.83077116	9.753682287
WBGene00000182	11.241823	11.49022686	11.2253096	11.48103835	11.19826104	11.17304436	11.49741673	11.02189216
WBGene00015143	12.40119801	12.42714475	12.44468251	12.46363071	12.1770147	12.19254996	12.02115775	12.09860093
WBGene00004348	9.123048054	9.308270455	8.972861812	9.224694644	9.333942934	9.201290028	8.750978677	9.046765714
WBGene00015145	10.24141015	9.812872849	10.00323911	10.01238857	10.05347272	10.06195726	10.08730044	10.06476698
WBGene00015146	12.27922906	11.94186937	12.14014536	12.17569594	12.29143608	12.25459332	12.06054301	12.42186883
WBGene00015147	9.962933275	9.869569393	9.910594487	9.880289627	9.790035205	9.718661785	9.430282822	9.722872384
WBGene00002982	8.550877386	9.119995227	9.124604356	9.163124895	9.509408838	9.422259112	9.712790657	8.975947089
WBGene00006359	11.84370198	11.6803823	11.70147936	11.82861628	11.78216818	11.7956115	11.45010618	11.77065123
WBGene00006955	5.910671649	6.283854282	6.039016012	5.784179888	6.102242612	5.595471662	5.771774312	5.659960326
WBGene00015151	3	3	3	3	3	3	3	3
WBGene00015152	4.219142721	4.472602116	4.820929961	5.203255955	5.296404029	4.98276798	5.534341162	4.768390809
WBGene00001177	11.56199129	11.51305545	11.63501077	11.78132736	11.55863795	11.57741527	11.55817675	11.70516787
WBGene00015153	3.681381128	3.863409062	3.815515264	4.288104535	4.047535517	4.075320463	4.114963073	3.815593777
WBGene00002061	13.11659229	12.67501248	12.84311191	12.81975726	12.62351323	12.75446518	12.88888795	12.77192802
WBGene00006780	13.23159534	13.62407772	13.44940839	13.68667947	13.65626714	13.63006132	13.39674016	13.54270035
WBGene00015154	3	3	3	3	3	3	3	3
WBGene00015155	6.811405672	7.378548397	7.237125826	7.12628174	7.361880012	7.485792285	7.41537905	7.461219843
WBGene00015164	10.5895104	10.66509006	10.41653236	10.436355	10.56245909	10.47296152	10.49001259	10.51390142
WBGene00015165	5.170345147	5.228663341	4.820929961	5.165108763	5.149941477	5.152050789	4.992590278	5.570498269
WBGene00015156	11.46032353	11.27496846	11.10237934	10.94973012	11.35952636	11.26822271	10.62299907	11.46721315
WBGene00015157	11.95704041	12.05841477	11.88890854	11.77421721	12.00658858	11.97314374	11.29808643	11.90213609
WBGene00015158	5.317376462	5.270095518	5.300500813	5.203255955	5.816867951	5.373708926	5.399156615	5.99401337
WBGene00015159	10.08982686	10.16004885	11.21304638	11.29925718	10.37012871	10.36190053	11.37440917	11.16055249
WBGene00015160	10.89336854	11.23564013	11.01607521	10.88446208	11.20349255	11.11597197	10.59813626	10.93270984
WBGene00015161	9.90161059	9.533386745	9.689440742	9.654538261	9.448043793	9.567805755	9.669382795	9.800338065
WBGene00015162	11.87446037	11.56651779	11.6010623	11.64592336	11.7665436	11.72732009	11.72690471	11.74787732
WBGene00015163	7.419821329	7.038327134	7.27537162	6.62014236	7.7143684	7.599971847	7.962721003	7.81288144
WBGene00007150	13.8275129	13.55635305	13.66585391	13.70195584	13.54057295	13.58478544	13.52404074	13.58709486
WBGene00001137	14.15114074	14.07074346	14.40475746	14.24933446	14.00373385	14.06668732	14.18743966	14.11931218
WBGene00007152	7.256273065	7.300715851	7.461046274	7.136175356	7.394775578	7.370400012	7.664155344	7.294293462
WBGene00007153	12.07348026	12.59855318	12.09274137	11.59616762	12.97167961	12.93337744	12.52945264	12.56094841
WBGene00007154	6.240534092	5.496432422	5.71650701	6.270890662	6.102242612	5.886959443	5.038805731	5.874505815
WBGene00007155	7.962720807	8.253348816	7.851198113	7.978370202	8.572651837	8.369847788	8.33561654	8.637149492
WBGene00007156	5.51315194	5.186006019	4.871742386	4.288104535	5.26115863	4.93715068	5.501713928	5.797741132
WBGene00003508	12.71691553	12.65438078	12.77737917	12.70666522	12.57230961	12.57668827	12.14879382	12.55221198
WBGene00007054	10.4127053	10.55416148	10.53358049	10.88225929	10.54516403	10.43140954	10.46166631	10.5774711
WBGene00007158	3	3	3	3	3.161636323	3	3.175740279	3.172065523
WBGene00007159	8.096012336	7.613975088	8.168185658	7.484828017	8.502699974	8.403782275	8.288576057	8.389378834
WBGene00007165	4.870331863	5.597542874	4.968294276	5.346493141	6.102242612	5.624542427	4.992590278	5.630751726
WBGene00007166	3	3.184667984	3.172045082	3.444155505	3.161636323	3	3.473663856	3.32577875
WBGene00006289	3	3	3	3	3.161636323	3.453189218	3	3
WBGene00007161	3	3	3	3	3	3	3	3
WBGene00006080	3.568459649	3.184667984	3.325741999	3.444155505	3.306974015	3.167385061	3	3.172065523
WBGene00007162	8.028238987	7.975072969	7.870065732	7.893421764	7.909100991	7.960705127	7.750004545	7.961046995
WBGene00007163	3.164444999	3	3.172045082	3	3.161636323	3.167385061	3.175740279	3.591374561
WBGene00007164	3.312049054	3.863409062	3.325741999	3.310741453	3.671542928	3.896192664	3.602338481	3.464679968
WBGene00004469	16.85624434	16.44472904	16.52474842	16.48152405	16.39310346	16.54303388	16.82666896	16.82108564
WBGene00007167	12.40248549	12.41680553	12.40183543	12.45476366	12.65885452	12.60795682	11.95979974	12.60573183
WBGene00007168	13.17666985	12.81959006	13.02387383	13.11487485	13.15236338	13.12038166	12.91021603	13.17474348
WBGene00007169	4.06116351	4.472602116	4.258940229	4.661341425	5.551087522	5.191440263	5.16918229	5.102130782
WBGene00007170	7.171816422	7.085507899	7.393100427	7.603683575	7.156625071	7.158166823	7.208550017	7.217787926
WBGene00007171	8.583935936	8.808174408	9.010195112	9.167955448	8.706414583	8.755477899	8.886676677	8.832594247
WBGene00007172	4.292085683	3.628747025	4.009515923	3.566269616	4.534500708	3.453189218	4.492424369	4.597758249
WBGene00007173	3	3	3	3	3	3	3	3
WBGene00044636	7.951505884	7.962490681	7.509984773	7.31230809	8.487530931	8.520507395	8.015676493	8.127124223
WBGene00003729	8.170450164	7.75926652	7.844853672	7.096187172	8.233946538	8.132447308	8.179348908	8.100738629
WBGene00007174	4.361517449	3.628747025	3.815515264	4.423532435	4.276592652	4.508589298	3.82965727	4.333449363
WBGene00007175	10.81354489	11.22448601	11.09504719	11.00881113	11.08755277	11.14635724	11.14804272	11.06347337
WBGene00007176	5.006610872	5.629730673	5.441723871	5.413109285	5.716352155	5.957201735	5.851620093	5.372986386
WBGene00007177	3.883733382	3.750843922	3.915774072	4.215304267	4.276592652	3.317352977	4.353055734	3.707835725
WBGene00006712	6.55402416	6.065915291	6.039016012	6.456059285	6.994393483	6.873354967	6.538860403	6.900503972
WBGene00015167	7.551927074	7.52264689	6.759026792	6.780129983	7.903397164	7.937725267	7.424111073	7.640430347
WBGene00015168	13.04189198	13.00432881	13.29638701	13.32192346	12.54669602	12.61883295	13.34666712	13.07475481
WBGene00015169	7.327407602	7.119907722	7.321795729	7.552884666	7.47387538	7.281933224	6.978927679	7.410562511
WBGene00043982	5.281999441	5.780705131	5.507468411	5.311994899	5.579980007	5.565803045	5.902496678	5.539400816
WBGene00015170	3.164444999	3	3	3	3	3	3	3.172065523
WBGene00015171	9.155176128	9.328022784	8.882832073	9.039423044	9.097144099	9.093656363	9.027988902	8.867444069
WBGene00015172	9.349261693	10.03343096	9.076678328	9.103860333	10.05733042	10.20715294	9.880790234	9.996280239
WBGene00000895	6.612156806	6.542421467	6.146097146	6.306373777	6.710681927	6.593580958	6.404119032	6.61749425
WBGene00000903	6.640367681	6.977094982	6.785770008	7.530553942	7.489187922	7.404321664	7.361847045	7.207933043
WBGene00015173	11.90203016	11.86873979	11.8573444	11.89056772	11.87834753	11.8416008	11.41165687	11.7710696
WBGene00004498	10.21351501	11.12355343	11.18945512	10.87563067	10.9953835	11.0104895	11.10456904	10.04967294
WBGene00015175	4.142314433	3.628747025	3.591313418	3.310741453	3.559952221	3.577329224	3.93115879	4.009607435
WBGene00004393	4.609987739	4.731809492	5.262924102	5.085648122	4.803085268	4.508589298	4.277974249	4.471648197
WBGene00001856	11.13372475	11.19655329	11.23807477	11.33513181	11.04996943	11.20226291	11.38002995	11.23886105
WBGene00000772	12.1493664	12.15764685	12.26330225	12.31613113	11.89317259	11.86196067	11.64943434	11.8944762
WBGene00001600	11.18609731	10.802918	10.95626643	10.9149531	10.88683992	10.80917861	10.54308437	10.93121319
WBGene00003472	13.18042735	13.02319451	13.03052794	13.05567052	13.24899619	13.19707336	11.96242472	13.30150055
WBGene00015176	12.13889929	12.19341948	12.08064293	12.06708064	12.18291237	12.15910181	11.61933516	12.05528869
WBGene00015177	7.265359071	7.780926517	7.357888559	7.720081253	7.285002304	7.216611641	6.89347793	7.006637092
WBGene00015178	3.164444999	3.750843922	3.915774072	3.566269616	3.161636323	3.317352977	3.82965727	3.591374561
WBGene00015179	4.962599525	4.731809492	5.101991309	5.165108763	5.26115863	5.680983505	5.363284135	5.50761826
WBGene00015180	8.561981284	8.790486429	8.271140534	8.079254009	8.233946538	8.182178271	7.913960068	8.111350845
WBGene00015181	10.79562571	11.23825214	10.99760524	11.0975673	11.08943788	11.03776077	10.93088079	10.76725567
WBGene00001638	9.811439344	9.777394505	9.715755363	9.695260488	10.05861403	9.852156978	9.856803913	9.834365678
WBGene00015182	6.640367681	6.381604726	6.617327241	6.306373777	6.917246199	6.65122226	7.135995516	6.87581966
WBGene00015183	4.292085683	4.541899042	4.180494385	4.486759395	4.701569846	3.988534886	4.198769781	4.333449363
WBGene00015191	9.624605324	9.75020119	9.514615689	9.399166189	9.533611485	9.420188144	9.812597198	9.534643216
WBGene00015192	4.609987739	4.671241775	4.713598963	3.678849386	5.296404029	5.624542427	5.825492778	5.144079247
WBGene00015193	5.738667984	5.310370964	5.60078768	5.165108763	6.544727569	6.518131639	6.38635587	6.357121103
WBGene00015194	10.66354342	10.68341547	10.52368471	10.51428789	10.62877373	10.52206662	9.999469862	10.55820784
WBGene00044640	5.910671649	5.186006019	5.224342426	5.380185677	5.716352155	5.886959443	6.235780703	6.245939268
WBGene00015184	10.19104235	9.884653066	9.720961176	9.728339083	9.935464707	9.896032945	10.26791806	10.0246278
WBGene00015185	10.01369017	9.830290119	9.689440742	9.573120569	9.881362726	9.825802215	10.3663442	9.77386265
WBGene00015186	11.36157475	11.44515329	11.27806275	11.17519261	11.53853951	11.39384336	11.63634315	11.52093602
WBGene00000296	5.049319244	5.186006019	4.713598963	4.766997892	4.986912363	4.93715068	5.210148127	5.102130782
WBGene00015187	9.991960026	9.946656257	9.910594487	9.875867893	9.939650743	9.758548598	9.434610568	9.740070162
WBGene00015188	9.596081453	9.371500893	9.614964449	9.479078757	9.440186331	9.405607531	9.114150627	9.288031298
WBGene00015189	8.725631727	8.3817507	8.618493716	8.50664713	8.539939138	8.39537319	8.589582585	8.666230144
WBGene00015190	8.075496039	7.837145347	7.444357452	7.638903696	7.63398765	7.501548521	8.142785922	7.990088373
WBGene00002997	9.52220241	9.385707216	9.451293194	9.477133956	9.59328518	9.626465288	9.735769077	9.575455232
WBGene00005542	3.164444999	3.628747025	3.325741999	3	3	3.797533271	3	3.172065523
WBGene00005543	3.312049054	3	3.325741999	3.163720912	3	3.453189218	3.175740279	3.464679968
WBGene00005540	3	3	3	3	3.306974015	3	3	3.172065523
WBGene00005541	3.312049054	3.495353523	3.172045082	3	3.161636323	3.167385061	3	3.172065523
WBGene00015196	9.635158039	8.983432671	8.901293092	8.154197534	10.42888035	10.45789804	10.42624699	9.915324005
WBGene00015197	7.759088062	7.505402256	7.69065561	7.37213649	8.376632248	8.142531589	8.620302309	8.41958039
WBGene00015198	3	3	4.258940229	3.444155505	3	3.167385061	3.175740279	3.32577875
WBGene00015199	3.312049054	3.495353523	3.464629901	3.163720912	3.559952221	3.317352977	3.175740279	3.172065523
WBGene00015200	9.027484535	8.995834412	8.978668654	8.955304168	9.33182112	9.28788305	9.709222804	9.34983184
WBGene00002251	12.22408331	12.15246329	12.17501953	12.23616781	12.18173476	12.12358755	11.87953758	12.10458875
WBGene00007178	9.464199342	9.221168513	9.191135688	8.655091214	9.685903501	9.70851536	9.650903495	9.748592779
WBGene00007179	3	3	3.591313418	3.783276423	4.127997033	3.988534886	3.602338481	3.707835725
WBGene00007180	7.809651447	8.200751891	7.984150598	7.276972429	8.309211195	8.157527063	8.204909391	8.629786805
